food_name,food_type,category,protein_g,carbs_g,fat_g,fiber_g,calories_kcal,vitamins,minerals,vaat_suitable,pit_suitable,cough_suitable,vaat_rating,pit_rating,cough_rating,health_tags,body_type,suitability_label,recommendation,suitability_reason
Bone Broth,Non-Veg,Soups,5.87,0.52,1.9,0.0,37.9,B12,"Ca,Mg",Yes,No,No,5,2,2,"Gut Healing,Collagen",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Amaranth Leaves,Veg,Leafy Greens,2.51,3.59,0.52,1.95,22.2,"A,C,K","Ca,Fe",Yes,Yes,Yes,4,4,4,"Alkaline,Nutritious",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Oats,Veg,Grains,2.46,11.88,1.46,1.75,64.9,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Buttermilk,Veg,Dairy,3.33,5.06,0.91,0.0,40.1,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Banana,Veg,Fruits,1.06,23.47,0.29,2.61,85.8,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Beetroot,Veg,Vegetables,1.67,9.33,0.2,2.85,43.0,"B9,C,B6","Fe,K,Mn",Yes,No,Yes,4,2,4,Blood Purifier,Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Amaranth Leaves,Veg,Leafy Greens,2.43,3.62,0.48,2.07,23.8,"A,C,K","Ca,Fe",Yes,Yes,Yes,4,4,4,"Alkaline,Nutritious",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Lamb,Non-Veg,Red Meat,25.31,0.0,7.09,0.0,267.7,"B12,B3","Fe,Zn",Yes,No,No,4,2,2,Iron Rich,Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Onion,Veg,Vegetables,1.11,8.84,0.1,1.62,39.5,"C,B6","K,Ca",Yes,No,No,4,2,2,"Pungent,Warming",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Onion,Veg,Vegetables,1.11,8.85,0.1,1.72,40.0,"C,B6","K,Ca",Yes,No,No,4,2,2,"Pungent,Warming",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Methi/Fenugreek,Veg,Leafy Greens,4.61,5.89,0.92,2.67,49.2,"A,C,B9","Fe,Ca,K",Yes,No,Yes,4,2,4,Blood Sugar Control,Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Oats,Veg,Grains,2.35,12.24,1.43,1.69,65.4,"B1,B5","Mn,P,Mg",Yes,Yes,Yes,5,4,4,"Heart Healthy,Fiber Rich",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Buttermilk,Veg,Dairy,3.2,4.86,0.89,0.0,38.7,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Capsicum,Veg,Vegetables,0.87,5.75,0.31,2.14,31.9,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Bajra Roti,Veg,Grains,1.67,19.79,0.63,1.31,94.1,"B3,B1","Fe,Mg",Yes,No,Yes,4,2,5,"Warming,Gluten Free",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Sardines,Non-Veg,Fish,25.06,0.0,11.27,0.0,212.0,"B12,D","Ca,P",Yes,Yes,No,4,4,2,"Calcium Rich,Omega-3",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Buttermilk,Veg,Dairy,3.28,4.77,0.92,0.0,39.6,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Bitter Gourd,Veg,Vegetables,1.04,4.27,0.19,2.93,17.6,"C,B9","Fe,K",No,Yes,Yes,2,5,4,Diabetes Control,Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Fennel,Veg,Spices,15.8,51.83,15.42,40.36,354.9,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Quinoa,Veg,Grains,4.33,20.3,1.88,2.92,121.7,"B1,B2,B9","Mg,Fe,Zn",Yes,Yes,Yes,5,4,4,"Complete Protein,Gluten Free",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Methi/Fenugreek,Veg,Leafy Greens,4.51,6.06,0.91,2.6,48.3,"A,C,B9","Fe,Ca,K",Yes,No,Yes,4,2,4,Blood Sugar Control,Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Apple,Veg,Fruits,0.31,14.22,0.19,2.49,51.8,"C,B6","K,Ca",Yes,Yes,Yes,5,4,4,"Fiber Rich,Antioxidant",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Coconut Oil,Veg,Oils,0.0,0.0,100.49,0.0,879.0,E,,Yes,Yes,No,5,4,2,"MCT,Antimicrobial",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Lassi (sweet),Veg,Dairy,3.3,8.73,2.43,0.0,76.7,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Soybean,Veg,Legumes,17.1,11.51,9.41,6.11,171.0,"B9,B1,B2","Fe,Ca,Mg",No,No,No,2,2,2,"Heavy,High Protein",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Acai Berry,Vegan,Fruits,2.08,5.84,12.29,1.91,142.6,"A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Superfood,Antioxidant",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Almond Milk,Vegan,Dairy Alt,0.42,3.34,1.08,0.48,16.2,"E,D",Ca,Yes,Yes,Yes,5,4,4,"Light,Dairy Free",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Poha,Veg,Grains,1.9,22.99,0.4,0.52,110.5,"B1,B3","Fe,Mg",Yes,Yes,Yes,4,4,4,"Light,Easy Digest",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Palak,Veg,Leafy Greens,2.89,3.7,0.42,2.29,22.9,"K,A,C","Fe,Ca",Yes,Yes,Yes,4,4,4,Iron Rich,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Chickpeas,Veg,Legumes,8.76,27.63,2.62,7.73,163.6,"B9,B6","Fe,Mg,Zn",No,Yes,Yes,2,4,4,"High Fiber,Protein",Vaat,not_suitable,No,Raw or cooling foods worsen Vaat's cold and dry tendencies.
Drumstick Leaves,Veg,Leafy Greens,8.94,8.32,1.34,1.91,95.2,"A,C,B9","Ca,K,Fe",Yes,Yes,Yes,4,4,4,"Superfood,High Ca",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Masoor Dal,Veg,Legumes,8.57,20.79,0.4,3.96,116.3,"B9,B1,B6","Fe,K,Mg",Yes,Yes,Yes,4,4,4,"Protein Rich,Light",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Chicken Thigh,Non-Veg,Poultry,26.08,0.0,5.63,0.0,203.6,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Broccoli,Veg,Vegetables,2.72,6.3,0.4,2.63,33.3,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Coconut,Veg,Fruits,3.16,6.18,33.36,9.13,345.0,"B1,B3","Mn,Cu",Yes,Yes,No,5,4,2,"Cooling,MCT Rich",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Sesame Oil,Veg,Oils,0.0,0.0,95.9,0.0,923.6,E,,Yes,No,No,5,2,2,"Warming,Anti-aging",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Lassi (sweet),Veg,Dairy,3.42,8.71,2.56,0.0,75.8,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Jackfruit (raw),Vegan,Fruits,1.64,23.67,0.29,1.57,95.3,"C,B6","K,Mg",Yes,No,No,4,2,2,Meat Substitute,Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Fennel,Veg,Spices,16.48,51.78,15.45,38.03,337.6,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Fennel,Veg,Spices,15.74,53.97,14.3,38.34,353.4,"C,B9","Ca,Fe",Yes,Yes,Yes,5,4,4,"Cooling Spice,Digestive",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Wheat Roti,Veg,Grains,3.43,17.59,0.42,1.25,89.0,"B1,B2","Fe,Ca",Yes,Yes,Yes,4,4,4,"Staple,Fiber Rich",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Sesame Seeds,Veg,Nuts & Seeds,16.88,25.01,48.21,11.33,555.5,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Sardines,Non-Veg,Fish,25.91,0.0,11.57,0.0,212.7,"B12,D","Ca,P",Yes,Yes,No,4,4,2,"Calcium Rich,Omega-3",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Guava,Veg,Fruits,2.61,13.86,1.01,5.49,66.6,"C,B9,A","K,Ca",Yes,Yes,Yes,4,4,4,"Vitamin C Rich,Fiber",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Tempeh,Vegan,Legumes,19.18,9.22,10.37,1.41,187.4,"B2,B3","Ca,Mg",Yes,Yes,No,4,4,2,"Probiotic,High Protein",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Potato,Veg,Vegetables,1.91,16.76,0.1,2.14,78.3,"C,B6,B9","K,Mg",Yes,No,No,4,2,2,"Heavy,Kapha Increasing",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Poha,Veg,Grains,2.01,22.96,0.41,0.52,108.3,"B1,B3","Fe,Mg",Yes,Yes,Yes,4,4,4,"Light,Easy Digest",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Pumpkin Seeds,Veg,Nuts & Seeds,29.26,10.57,50.08,5.77,550.4,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Buttermilk,Veg,Dairy,3.12,4.92,0.91,0.0,40.1,"B12,B2","Ca,K",Yes,Yes,Yes,4,4,4,"Digestive,Light",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Oat Milk,Vegan,Dairy Alt,0.99,15.95,1.55,0.79,80.5,"B12,D",Ca,Yes,Yes,Yes,4,4,4,Fiber Rich,Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Chicken Thigh,Non-Veg,Poultry,26.49,0.0,5.76,0.0,209.4,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Jowar Roti,Veg,Grains,1.77,19.26,0.91,0.89,86.7,"B3,B1","Fe,Ca",Yes,Yes,Yes,4,4,5,"Gluten Free,High Fiber",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Chickpeas,Veg,Legumes,9.33,27.38,2.55,7.58,172.0,"B9,B6","Fe,Mg,Zn",No,Yes,Yes,2,4,4,"High Fiber,Protein",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Mango,Veg,Fruits,0.84,14.59,0.4,1.54,59.0,"A,C,B6","K,Mg",Yes,No,No,4,2,2,Vitamin A Rich,Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Rajma,Veg,Legumes,8.7,22.66,0.48,6.56,125.4,"B9,B1,B6","Fe,K,Mg",No,Yes,No,2,4,2,Protein Rich,Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Capsicum,Veg,Vegetables,0.87,6.19,0.29,2.11,30.4,"C,B6,A","K,Mg",No,No,Yes,2,2,4,Vitamin C Rich,Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Ginger,Veg,Spices,1.85,17.84,0.82,1.94,77.1,"B6,C","Mg,K",Yes,No,Yes,5,2,4,"Digestive,Anti-Nausea",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Palak,Veg,Leafy Greens,2.83,3.75,0.42,2.13,22.8,"K,A,C","Fe,Ca",Yes,Yes,Yes,4,4,4,Iron Rich,Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Wheat Roti,Veg,Grains,3.43,17.36,0.42,1.25,86.2,"B1,B2","Fe,Ca",Yes,Yes,Yes,4,4,4,"Staple,Fiber Rich",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Blueberries,Vegan,Fruits,0.68,14.36,0.29,2.43,58.2,"C,K,B9","Mn,K",Yes,Yes,Yes,4,4,4,"Antioxidant,Brain Health",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Turkey,Non-Veg,Poultry,29.45,0.0,7.55,0.0,191.8,"B3,B6,B12","Se,Zn",Yes,No,No,4,2,2,"Lean,Low Fat",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Coconut Milk,Vegan,Dairy Alt,2.24,2.46,21.15,2.24,191.9,B12,"Mn,Cu",Yes,No,No,4,2,2,"Rich,Warming",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Chicken Thigh,Non-Veg,Poultry,26.58,0.0,5.46,0.0,213.9,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Carrot,Veg,Vegetables,0.86,9.28,0.21,2.7,40.9,"A,B6,C","K,Ca",Yes,Yes,Yes,5,4,4,"Eye Health,Antioxidant",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Palak,Veg,Leafy Greens,2.83,3.44,0.39,2.24,22.1,"K,A,C","Fe,Ca",Yes,Yes,Yes,4,4,4,Iron Rich,Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Tempeh,Vegan,Legumes,18.63,9.55,10.52,1.47,199.8,"B2,B3","Ca,Mg",Yes,Yes,No,4,4,2,"Probiotic,High Protein",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Wheat Roti,Veg,Grains,3.61,17.54,0.39,1.21,87.7,"B1,B2","Fe,Ca",Yes,Yes,Yes,4,4,4,"Staple,Fiber Rich",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Lobia,Veg,Legumes,7.42,23.17,0.51,6.82,118.8,"B9,B1","Fe,K,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Mango,Veg,Fruits,0.76,14.48,0.39,1.63,59.5,"A,C,B6","K,Mg",Yes,No,No,4,2,2,Vitamin A Rich,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Cauliflower,Veg,Vegetables,1.82,4.82,0.31,1.91,24.2,"C,B9","K,Ca",No,Yes,Yes,2,4,4,Light,Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Beetroot,Veg,Vegetables,1.53,9.86,0.21,2.86,42.6,"B9,C,B6","Fe,K,Mn",Yes,No,Yes,4,2,4,Blood Purifier,Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Oat Milk,Vegan,Dairy Alt,0.96,15.31,1.53,0.82,77.0,"B12,D",Ca,Yes,Yes,Yes,4,4,4,Fiber Rich,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Rajma,Veg,Legumes,8.78,21.34,0.48,6.46,125.0,"B9,B1,B6","Fe,K,Mg",No,Yes,No,2,4,2,Protein Rich,Vaat,not_suitable,No,Light and airy nature increases Vaat imbalance.
Nutritional Yeast,Vegan,Supplements,14.6,6.9,0.48,3.08,46.7,"B12,B1,B2","Zn,Se",Yes,Yes,Yes,4,4,4,"Complete Protein,B12",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Spinach,Veg,Leafy Greens,2.95,3.62,0.4,2.17,24.1,"K,A,C,B9","Fe,Ca",Yes,Yes,Yes,4,4,4,"Iron Rich,Antioxidant",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Rohu Fish,Non-Veg,Fish,16.95,0.0,1.35,0.0,94.3,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Bone Broth,Non-Veg,Soups,6.05,0.52,1.92,0.0,37.6,B12,"Ca,Mg",Yes,No,No,5,2,2,"Gut Healing,Collagen",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Tomato,Veg,Vegetables,0.86,3.74,0.2,1.17,18.1,"C,K,A","K,Ca",No,No,Yes,2,2,4,"Cooling,Acidic",Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Turmeric,Veg,Spices,10.03,68.25,3.36,21.76,351.3,"B6,C","Mn,Fe",Yes,No,Yes,4,2,4,Anti-Inflammatory,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Bajra Roti,Veg,Grains,1.54,21.0,0.57,1.28,92.6,"B3,B1","Fe,Mg",Yes,No,Yes,4,2,5,"Warming,Gluten Free",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Coconut Milk,Vegan,Dairy Alt,2.25,2.42,21.96,2.14,203.9,B12,"Mn,Cu",Yes,No,No,4,2,2,"Rich,Warming",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Ragi,Veg,Grains,1.69,22.91,0.51,1.01,100.5,"B1,B2","Ca,Fe",Yes,Yes,Yes,4,4,4,"Calcium Rich,Gluten Free",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Broccoli,Veg,Vegetables,2.82,6.3,0.41,2.48,33.5,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Poha,Veg,Grains,2.03,22.98,0.39,0.48,109.0,"B1,B3","Fe,Mg",Yes,Yes,Yes,4,4,4,"Light,Easy Digest",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Amaranth Leaves,Veg,Leafy Greens,2.59,3.88,0.5,2.08,22.9,"A,C,K","Ca,Fe",Yes,Yes,Yes,4,4,4,"Alkaline,Nutritious",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Soybean,Veg,Legumes,17.72,11.15,9.04,5.93,174.6,"B9,B1,B2","Fe,Ca,Mg",No,No,No,2,2,2,"Heavy,High Protein",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Almonds,Veg,Nuts & Seeds,22.02,21.36,50.12,12.68,553.4,"E,B2","Mg,Ca,Fe",Yes,Yes,No,5,4,2,"Brain Food,Vitamin E",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Sesame Seeds,Veg,Nuts & Seeds,17.9,27.31,47.76,12.3,579.0,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Lobia,Veg,Legumes,7.76,24.65,0.51,6.33,118.5,"B9,B1","Fe,K,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Vaat,not_suitable,No,Astringent taste aggravates Vaat – consume rarely if at all.
Lobia,Veg,Legumes,7.57,23.77,0.48,6.47,120.8,"B9,B1","Fe,K,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Beef,Non-Veg,Red Meat,25.97,0.0,15.17,0.0,260.0,"B12,B3","Fe,Zn",No,No,No,2,2,2,"Heavy,Rich",Vaat,not_suitable,No,Astringent taste aggravates Vaat – consume rarely if at all.
Sardines,Non-Veg,Fish,26.08,0.0,11.67,0.0,214.2,"B12,D","Ca,P",Yes,Yes,No,4,4,2,"Calcium Rich,Omega-3",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Pomegranate,Veg,Fruits,1.75,19.43,1.22,4.18,86.6,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Egg White,Non-Veg,Eggs,3.42,0.19,0.1,0.0,16.7,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Bajra Roti,Veg,Grains,1.64,19.34,0.59,1.29,89.5,"B3,B1","Fe,Mg",Yes,No,Yes,4,2,5,"Warming,Gluten Free",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Amla,Veg,Fruits,0.93,14.18,0.59,4.19,45.2,"C,B5","Ca,Fe",Yes,Yes,Yes,5,4,5,"Vitamin C Powerhouse,Tri-doshic",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Egg White,Non-Veg,Eggs,3.45,0.21,0.1,0.0,17.0,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Amaranth Leaves,Veg,Leafy Greens,2.62,3.57,0.49,2.02,23.3,"A,C,K","Ca,Fe",Yes,Yes,Yes,4,4,4,"Alkaline,Nutritious",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Olive Oil,Veg,Oils,0.0,0.0,102.54,0.0,884.3,"E,K",,Yes,Yes,Yes,4,4,4,"Heart Healthy,Antioxidant",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Sesame Oil,Veg,Oils,0.0,0.0,98.79,0.0,864.9,E,,Yes,No,No,5,2,2,"Warming,Anti-aging",Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Pomegranate,Veg,Fruits,1.65,18.81,1.21,4.04,81.0,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Sesame Seeds,Veg,Nuts & Seeds,17.8,27.5,48.72,12.03,596.7,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Toor Dal,Veg,Legumes,7.34,15.57,0.4,2.79,122.8,"B9,B1","Fe,K",Yes,Yes,Yes,4,4,4,"Light,Daily Use",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Brown Rice,Veg,Grains,2.51,44.69,0.88,1.89,224.0,"B1,B3,B6","Mg,P,Mn",Yes,Yes,No,4,3,2,"Fiber Rich,Whole Grain",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Jowar Roti,Veg,Grains,1.77,18.03,0.91,0.92,88.7,"B3,B1","Fe,Ca",Yes,Yes,Yes,4,4,5,"Gluten Free,High Fiber",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Chicken Breast,Non-Veg,Poultry,29.54,0.0,3.57,0.0,157.5,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,Lean Protein,Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Lassi (sweet),Veg,Dairy,3.53,8.76,2.47,0.0,75.6,"B12,B2","Ca,K",Yes,No,No,4,2,2,Probiotic,Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Cow Milk,Veg,Dairy,3.48,4.77,3.79,0.0,58.4,"B12,B2,D","Ca,K",Yes,Yes,No,5,4,2,"Nutritious,Calcium Rich",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Chickpeas,Veg,Legumes,9.29,26.89,2.61,7.72,169.3,"B9,B6","Fe,Mg,Zn",No,Yes,Yes,2,4,4,"High Fiber,Protein",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Duck,Non-Veg,Poultry,18.88,0.0,28.18,0.0,337.3,"B3,B6,B12","Fe,Zn",No,No,No,2,2,2,"Rich,Fatty",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Ash Gourd,Veg,Vegetables,0.42,4.15,0.1,0.83,13.0,"C,B9","K,Ca",Yes,Yes,Yes,4,5,5,"Cooling,Weight Loss",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Beef,Non-Veg,Red Meat,27.33,0.0,14.77,0.0,256.5,"B12,B3","Fe,Zn",No,No,No,2,2,2,"Heavy,Rich",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Garlic,Veg,Spices,6.55,34.5,0.5,2.01,155.9,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Moong Dal,Veg,Legumes,6.86,15.67,0.41,4.41,106.4,"B9,B1","Fe,K",Yes,Yes,Yes,5,5,5,"Tri-doshic,Easy Digest",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Banana,Veg,Fruits,1.15,22.44,0.31,2.65,90.3,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Cashews,Veg,Nuts & Seeds,18.95,29.38,42.02,3.36,531.4,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Vaat,not_suitable,No,"Cold, dry, or pungent qualities aggravate Vaat dosha."
Mango,Veg,Fruits,0.78,14.12,0.42,1.58,57.7,"A,C,B6","K,Mg",Yes,No,No,4,2,2,Vitamin A Rich,Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
